band_color,band_material,band_width,case_diameter,case_material,case_thickness,discount,img,item_weight,manufacturer,mrp,num_ratings,pay_on_delivery,rating,returnable,sp,title,warranty
,,,,,,-71%,https://m.media-amazon.com/images/I/41EQhAgcsSL._SY300_SX300_.jpg,,, ,229 ratings,True, 4.2 ,True,292,PAPIO PU Band Analog Watch for Mens and Boys (5007-9),
,,,,,,-72%,https://m.media-amazon.com/images/I/416OVJBK0QL._SY300_SX300_.jpg,,, ,395 ratings,True, 4.2 ,True,"1,949",Naviforce Analog-Digital Black Dial Men's Watch-NF9024,
,,,,,,-88%,https://m.media-amazon.com/images/I/51b40E7VyyL._SY300_SX300_.jpg,,, ,"1,393 ratings",True, 3.6 ,True,299,"Matrix Blue, Black & Silver Dial, Day & Date Functioning, Stainless Steel Strap Analog Watch for Men & Women",
,,,,,,-89%,https://m.media-amazon.com/images/I/41jBBbRE8eL._SY300_SX300_.jpg,,, ,"3,811 ratings",True, 3.6 ,True,284,Matrix Day & Date Analog Men's Watch,
,,,,,,-70%,https://m.media-amazon.com/images/I/4151ZzGKrBL._SY300_SX300_.jpg,,, ,2 ratings,True, 4.0 ,True,"1,049",FCUK Analog Black Dial Men's Watch-FK00012F,
,,,,,,-10%,https://m.media-amazon.com/images/I/41MUjLORfZL._SY300_SX300_.jpg,,,₹715,12 ratings,True, 3.9 ,True,715,Fastrack Analog Green Dial Men's Casual Watch,
,,,,,,-30%,https://m.media-amazon.com/images/I/31yeDqk1AYL._SY300_SX300_.jpg,,, ,"3,216 ratings",True, 4.2 ,True,"1,326",Fastrack Casual Analog Black Dial Men's Watch-NL3121SM02/NP3121SM02,
,,,,,,-22%,https://m.media-amazon.com/images/I/31SPN-vLxFL._SY300_SX300_.jpg,,, ,"1,052 ratings",True, 4.2 ,True,"2,396",Titan Brown Dial Analog Watch For Men -NR1584SL04,
,,,,,,-24%,https://m.media-amazon.com/images/I/41ZqbOiRZaL._SY300_SX300_.jpg,,,"₹8,750",40 ratings,True, 4.1 ,True,"8,750",Tommy Hilfiger Analog Multi-Colour Dial Men's Watch - TH1791400,
,,,,,,-40%,https://m.media-amazon.com/images/I/41bSygB83eL._SY300_SX300_.jpg,,,"₹1,435",163 ratings,True, 4.5 ,True,"1,435",Fastrack Space Analog Blue Dial Women's Watch-NN6192SM01/NP6192SM01,
,,,,,,-3%,https://m.media-amazon.com/images/I/31aVF4QCd8L._SY300_SX300_.jpg,,, ,"2,152 ratings",True, 4.3 ,True,"4,250",Fastrack Analog Black Dial Men's Watch-NL3147KM01/NN3147KM01/NP3147KM01,
,,,,,,-24%,https://m.media-amazon.com/images/I/41ohXHvkYuL._SY300_SX300_.jpg,,, ,70 ratings,True, 4.1 ,True,"4,796",Titan White Dial Analog Watch For Men -NR1805SL04,
,,,,,,-79%,https://m.media-amazon.com/images/I/511tsL7FZEL._SY300_SX300_.jpg,,, ,26 ratings,True, 3.9 ,True,309,jainx Square Shape Steel Chain Analog Wrist Watch for Men,
,,,,,,,https://m.media-amazon.com/images/I/510gzGSA55L._SY300_SX300_.jpg,,,"₹1,045",570 ratings,True, 4.5 ,True,"1,045",Zoop Spiderman Analog Black Dial Unisex's Watch-NNC4048PP15/NRC4048PP15,
,,,,,,,https://m.media-amazon.com/images/I/51mQTlfhT1L._SY300_SX300_.jpg,,, ,"2,235 ratings",True, 4.2 ,True,"1,499",Sonata Analog White Dial Men's Watch NM7954YM01W/NN7954YM01W,
,,,,,,,https://m.media-amazon.com/images/I/41uZQTOSzLL._SY300_SX300_.jpg,,,"₹2,321",,,3295NM01 - DN395 -GM02- FT URBAN CAMO,"<div data-buying-option-index=""0"" data-csa-c-element-type=""navigational"" data-csa-c-posx=""1"" data-csa-c-type=""uxElement"" data-icon-content=""icon-farm-secondary-view-holder"" data-name=""RETURNS_POLICY"" data-type=""pop-over"" id=""RETURNS_POLICY"" class=""a-column a-span12 a-text-center icon-container scrollable-container celwidget"">   <span class=""a-declarative"" data-action=""a-popover"" data-csa-c-type=""widget"" data-csa-c-func-deps=""aui-da-a-popover"" data-a-popover='{""dataStrategy"":""preload"",""name"":""return-policy-secondary-view"",""activate"":""onclick"",""width"":""533"",""position"":""triggerBottom""}'>                     <div class=""a-section a-spacing-none""> <div alt=""10 days Returnable"" style=""height:35px;width:35px;"" class=""a-image-wrapper a-manually-loaded icon-box"" data-a-image-source=""https://m.media-amazon.com/images/G/31/A2I-Convert/mobile/IconFarm/icon-returns._CB484059092_.png""></div> </div> <div class=""a-section a-spacing-none icon-content""> <span class=""a-size-small a-color-link a-text-normal""> 10 days Returnable </span> </div>      </span>      </div>","2,321",Fastrack Black Dial Analog Watch for Men -3295NM01,
,,,,,,,https://m.media-amazon.com/images/I/41MNLqUB38L._SY300_SX300_.jpg,,, ,213 ratings,True, 4.3 ,True,"1,185",Sonata Black Dial Analog watch For Men-NR77105SM01W,
,,,,,,-72%,https://m.media-amazon.com/images/I/51j5h2m-WYL._SY300_SX300_.jpg,,,₹249,"1,088 ratings",True, 3.9 ,True,249,TIMEWEAR Analog Minute Track Dial Stainless Steel Chain Watch for Men,
